"","Gene_id","module","value"
"513","AT1G08520","blue",0.0147440610660841
"514","AT1G08520","brown",0.664046682763153
"515","AT1G08520","turquoise",-0.0748546497447766
"516","AT1G08520","yellow",0.197778387274623
"517","AT1G08570","blue",0.949317057132759
"518","AT1G08570","brown",-0.341554950050531
"519","AT1G08570","turquoise",-0.891124356416154
"520","AT1G08570","yellow",0.459322837229255
"521","AT1G08650","blue",-0.276304904956463
"522","AT1G08650","brown",0.835547997033182
"523","AT1G08650","turquoise",0.366959298058045
"524","AT1G08650","yellow",0.293460392320187
"525","AT1G08727","blue",-0.459601417978327
"526","AT1G08727","brown",0.446335223643588
"527","AT1G08727","turquoise",0.536903798589487
"528","AT1G08727","yellow",-0.160287902277364
"529","AT1G08733","blue",0.808992830391343
"530","AT1G08733","brown",-0.417851966097056
"531","AT1G08733","turquoise",-0.743286509826233
"532","AT1G08733","yellow",0.321465630285002
"533","AT1G08747","blue",-0.191966539097538
"534","AT1G08747","brown",0.261050740893291
"535","AT1G08747","turquoise",0.327609025529033
"536","AT1G08747","yellow",0.108112433900573
"537","AT1G08800","blue",0.88638650160324
"538","AT1G08800","brown",-0.462907184155101
"539","AT1G08800","turquoise",-0.907711909465121
"540","AT1G08800","yellow",0.358480958439888
"541","AT1G08830","blue",0.0594413558711903
"542","AT1G08830","brown",-0.0965109083408075
"543","AT1G08830","turquoise",-0.133904274491767
"544","AT1G08830","yellow",0.437335067517073
"545","AT1G08880","blue",0.103131927845269
"546","AT1G08880","brown",0.819884308482547
"547","AT1G08880","turquoise",-0.0368964627121267
"548","AT1G08880","yellow",0.339193532202678
"549","AT1G08930","blue",-0.992260933571925
"550","AT1G08930","brown",0.332231061934355
"551","AT1G08930","turquoise",0.988494746426145
"552","AT1G08930","yellow",-0.499293621767213
"553","AT1G08970","blue",-0.117468691486109
"554","AT1G08970","brown",0.842364673746082
"555","AT1G08970","turquoise",0.192263208425996
"556","AT1G08970","yellow",0.270893480758935
"557","AT1G09070","blue",-0.71777939828478
"558","AT1G09070","brown",0.715505723234112
"559","AT1G09070","turquoise",0.788702127199487
"560","AT1G09070","yellow",0.127816534522847
"561","AT1G09160","blue",-0.982444177667534
"562","AT1G09160","brown",0.344944113652944
"563","AT1G09160","turquoise",0.986698719998895
"564","AT1G09160","yellow",-0.478248852581945
"565","AT1G09180","blue",0.807687803696681
"566","AT1G09180","brown",-0.232254455110125
"567","AT1G09180","turquoise",-0.742832201877058
"568","AT1G09180","yellow",0.869332415295006
"569","AT1G09200","blue",-0.527570636828749
"570","AT1G09200","brown",0.861573344607912
"571","AT1G09200","turquoise",0.555292319406389
"572","AT1G09200","yellow",-0.0846699539542872
"573","AT1G09240","blue",0.531252615077692
"574","AT1G09240","brown",-0.566718299541651
"575","AT1G09240","turquoise",-0.452573201479878
"576","AT1G09240","yellow",0.325931193560107
"577","AT1G09250","blue",-0.178489601160882
"578","AT1G09250","brown",0.745230206517052
"579","AT1G09250","turquoise",0.266493366827833
"580","AT1G09250","yellow",0.610350214669781
"581","AT1G09253","blue",-0.470886344646984
"582","AT1G09253","brown",0.888039141844203
"583","AT1G09253","turquoise",0.518945976301681
"584","AT1G09253","yellow",0.00894360275949668
"585","AT1G09310","blue",0.799306253402115
"586","AT1G09310","brown",-0.529776468360017
"587","AT1G09310","turquoise",-0.73146059085418
"588","AT1G09310","yellow",0.225311186560143
"589","AT1G09350","blue",0.379360393722749
"590","AT1G09350","brown",0.19738201778386
"591","AT1G09350","turquoise",-0.295502363802911
"592","AT1G09350","yellow",0.808521564038884
"593","AT1G09557","blue",0.355413046937021
"594","AT1G09557","brown",0.226937278560189
"595","AT1G09557","turquoise",-0.289655075598843
"596","AT1G09557","yellow",0.523707954369762
"597","AT1G09560","blue",-0.795889083448557
"598","AT1G09560","brown",0.709332573548973
"599","AT1G09560","turquoise",0.828408151191712
"600","AT1G09560","yellow",-0.0375409607881622
"601","AT1G09590","blue",-0.296175370220026
"602","AT1G09590","brown",0.914671563704936
"603","AT1G09590","turquoise",0.320336345582362
"604","AT1G09590","yellow",0.109171493599015
"605","AT1G09690","blue",-0.429483309743219
"606","AT1G09690","brown",0.833077523824244
"607","AT1G09690","turquoise",0.410154399237202
"608","AT1G09690","yellow",-0.0110717755654805
"609","AT1G09750","blue",-0.592432588857876
"610","AT1G09750","brown",0.820930560623298
"611","AT1G09750","turquoise",0.602016026056049
"612","AT1G09750","yellow",-0.295729060102962
"613","AT1G09927","blue",-0.343548573985908
"614","AT1G09927","brown",0.965171085626574
"615","AT1G09927","turquoise",0.386853061628974
"616","AT1G09927","yellow",0.113445362885097
"617","AT1G09932","blue",-0.367103122825006
"618","AT1G09932","brown",0.19204732675058
"619","AT1G09932","turquoise",0.333969584981839
"620","AT1G09932","yellow",0.176280242044504
"621","AT1G09950","blue",-0.702101036588744
"622","AT1G09950","brown",0.403571114317056
"623","AT1G09950","turquoise",0.764020382423761
"624","AT1G09950","yellow",-0.0106648248843806
"625","AT1G09970","blue",-0.54674177610245
"626","AT1G09970","brown",0.42197820853796
